Team ID , Team  , Region , Country , Track , Section , Size , Status , Year
3150,Worldshaper-XSHS,Asia,China,High School,High_school,24,Accepted,2019
3138,Wroclaw,Europe,Poland,Environment,Overgrad,12,Accepted,2019
3160,XHD-WS-Wuhan-A,Asia,China,High School,High_school,26,Accepted,2019
3161,XHD-WS-Wuhan-B,Asia,China,High School,High_school,27,Accepted,2019
3158,Xiamen_City,Asia,China,High School,High_school,12,Accepted,2019
3312,Xiaoqu_Huazelei,Asia,China,High School,High_school,1,Withdrawn,2019
3030,XJTLU-CHINA,Asia,China,Therapeutics,Undergrad,22,Accepted,2019
3052,XJTU-CHINA,Asia,China,New Application,Undergrad,27,Accepted,2019
2922,XMU-China,Asia,China,Open,Undergrad,36,Accepted,2019
2999,YAU-China,Asia,China,Therapeutics,Undergrad,23,Accepted,2019
2965,ZJU-China,Asia,China,Diagnostics,Undergrad,15,Accepted,2019
2936,ZJUT-China,Asia,China,Environment,Undergrad,30,Accepted,2019
